competitor_offer_id,competitor_name,customer_segment,industry,region,product_id,product_name,product_type,currency,tenor,benchmark_index,competitor_margin_pct,competitor_total_rate_pct,processing_fee_pct,early_settlement_fee_pct,valid_from,valid_to,source_document_id,source_document_name,confidence_score_pct,source_system,source_file_name,ingestion_batch_id,ingestion_timestamp
COMP0042,Emirates NBD,SME,Construction,Sharjah,PROD004,Invoice Discounting,Trade Finance,AED,6M,EIBOR,1.2,0.0,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0043,Standard Chartered UAE,Corporate,Energy,Ajman,PROD004,Invoice Discounting,Trade Finance,AED,1M,EIBOR,1.25,0.0,0.2,0.5,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0044,Emirates NBD,Corporate,Retail,Sharjah,PROD004,Invoice Discounting,Trade Finance,AED,1M,EIBOR,1.0,0.0,0.3,1.0,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0045,Standard Chartered UAE,Corporate,Trading,Ajman,PROD004,Invoice Discounting,Trade Finance,AED,3M,EIBOR,1.35,0.0,0.2,0.5,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0046,Emirates NBD,Corporate,Healthcare,Dubai,PROD004,Invoice Discounting,Trade Finance,AED,3M,EIBOR,1.15,0.0,0.2,0.75,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0047,Dubai Islamic Bank,Corporate,Energy,Ajman,PROD004,Invoice Discounting,Trade Finance,AED,6M,EIBOR,1.6,0.0,0.25,0.5,2026-06-01,2026-06-30,DOC_COMP_001,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0048,Standard Chartered UAE,Corporate,Construction,Dubai,PROD004,Invoice Discounting,Trade Finance,AED,6M,EIBOR,1.45,0.0,0.15,1.0,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0049,Mashreq Bank,SME,Manufacturing,Ajman,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.55,0.0,0.2,0.75,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0050,HSBC UAE,SME,Energy,Ras Al Khaimah,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.1,0.0,0.2,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0051,HSBC UAE,SME,Manufacturing,Sharjah,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,2.7,0.0,0.25,1.0,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0052,Dubai Islamic Bank,SME,Construction,Ras Al Khaimah,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,2.7,0.0,0.2,0.5,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0053,Standard Chartered UAE,SME,Construction,Ajman,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.55,0.0,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0054,ADCB,SME,Logistics,Ajman,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.55,0.0,0.3,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0055,Standard Chartered UAE,Corporate,Manufacturing,Sharjah,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.5,0.0,0.25,0.5,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0056,ADCB,Corporate,Healthcare,Abu Dhabi,PROD005,Overdraft Facility,Loan,AED,1M,EIBOR,2.05,0.0,0.15,0.5,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0057,Mashreq Bank,Corporate,Healthcare,Ajman,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,2.5,0.0,0.3,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0058,Standard Chartered UAE,Corporate,Technology,Abu Dhabi,PROD005,Overdraft Facility,Loan,AED,3M,EIBOR,1.9,0.0,0.2,1.0,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0059,Emirates NBD,Corporate,Marine Services,Ras Al Khaimah,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.05,0.0,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0060,Mashreq Bank,Corporate,Marine Services,Ajman,PROD005,Overdraft Facility,Loan,AED,6M,EIBOR,2.05,0.0,0.25,0.5,2026-06-01,2026-06-30,DOC_COMP_003,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0061,Standard Chartered UAE,SME,Marine Services,Dubai,PROD006,USD Term Loan,Loan,USD,12M,SOFR,2.2,0.0,0.25,0.5,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,85,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0062,ADCB,SME,Manufacturing,Abu Dhabi,PROD006,USD Term Loan,Loan,USD,12M,SOFR,2.4,0.0,0.2,0.5,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0063,Standard Chartered UAE,SME,Technology,Ajman,PROD006,USD Term Loan,Loan,USD,24M,SOFR,1.95,0.0,0.25,1.0,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0064,ADCB,SME,Technology,Ajman,PROD006,USD Term Loan,Loan,USD,24M,SOFR,2.1,0.0,0.15,1.0,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0065,Dubai Islamic Bank,SME,Technology,Ras Al Khaimah,PROD006,USD Term Loan,Loan,USD,36M,SOFR,2.3,0.0,0.2,0.75,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0066,Standard Chartered UAE,SME,Trading,Ajman,PROD006,USD Term Loan,Loan,USD,36M,SOFR,2.3,0.0,0.25,1.0,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0067,Mashreq Bank,Corporate,Energy,Dubai,PROD006,USD Term Loan,Loan,USD,12M,SOFR,2.2,0.0,0.3,1.0,2026-06-01,2026-06-30,DOC_COMP_001,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0068,ADCB,Corporate,Marine Services,Abu Dhabi,PROD006,USD Term Loan,Loan,USD,12M,SOFR,1.9,0.0,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_004,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0069,Mashreq Bank,Corporate,Technology,Sharjah,PROD006,USD Term Loan,Loan,USD,24M,SOFR,2.0,0.0,0.3,0.75,2026-06-01,2026-06-30,DOC_COMP_001,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0070,Dubai Islamic Bank,Corporate,Energy,Dubai,PROD006,USD Term Loan,Loan,USD,24M,SOFR,2.35,0.0,0.25,0.5,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0071,Emirates NBD,Corporate,Trading,Ras Al Khaimah,PROD006,USD Term Loan,Loan,USD,36M,SOFR,1.9,0.0,0.2,0.5,2026-06-01,2026-06-30,DOC_COMP_002,RM_Competitor_Offer_Emails_Jun_2026.msg,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0072,ADCB,Corporate,Healthcare,Ajman,PROD006,USD Term Loan,Loan,USD,36M,SOFR,2.2,0.0,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,75,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0073,ADCB,SME,Trading,Sharjah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.3,0.0,0.3,0.75,2026-06-01,2026-06-30,DOC_COMP_002,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0074,Dubai Islamic Bank,SME,Construction,Ras Al Khaimah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.3,0.0,0.15,1.0,2026-06-01,2026-06-30,DOC_COMP_001,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0075,Standard Chartered UAE,SME,Energy,Sharjah,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.3,0.0,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_004,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0076,Dubai Islamic Bank,SME,Marine Services,Abu Dhabi,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.55,0.0,0.3,0.5,2026-06-01,2026-06-30,DOC_COMP_003,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0077,Mashreq Bank,SME,Construction,Sharjah,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.9,0.0,0.2,0.5,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0078,Standard Chartered UAE,SME,Technology,Sharjah,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.65,0.0,0.15,0.75,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0079,ADCB,Corporate,Logistics,Sharjah,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.35,0.0,0.25,1.0,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0080,Dubai Islamic Bank,Corporate,Healthcare,Ajman,PROD007,FX Forward Facility,Treasury,USD,1M,SOFR,0.25,0.0,0.3,1.0,2026-06-01,2026-06-30,DOC_COMP_002,Public_Tariff_Benchmark_Q2_2026.xlsx,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0081,Standard Chartered UAE,Corporate,Trading,Dubai,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.45,0.0,0.25,0.5,2026-06-01,2026-06-30,DOC_COMP_004,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0082,Mashreq Bank,Corporate,Logistics,Ajman,PROD007,FX Forward Facility,Treasury,USD,3M,SOFR,0.35,0.0,0.25,0.75,2026-06-01,2026-06-30,DOC_COMP_003,RM_Competitor_Offer_Emails_Jun_2026.msg,90,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0083,Dubai Islamic Bank,Corporate,Healthcare,Dubai,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.35,0.0,0.2,0.75,2026-06-01,2026-06-30,DOC_COMP_001,Public_Tariff_Benchmark_Q2_2026.xlsx,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
COMP0084,Standard Chartered UAE,Corporate,Healthcare,Ajman,PROD007,FX Forward Facility,Treasury,USD,6M,SOFR,0.25,0.0,0.25,1.0,2026-06-01,2026-06-30,DOC_COMP_003,Competitor_Rate_Market_Scan_Jun_2026.pdf,80,Synthetic_POC_Raw_Landing,raw_competitor_pricing_jun_2026.csv,BATCH_RAW_20260701_001,2026-07-01
